"Categories1","Categories2","Categories3","Categories4","Categories5","Categories6","Categories7","Categories8","Categories9"
"Longe","Indian","Bar","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","Pizza","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Bakery","Italian","Cafe","Pizza","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"SportsBar","Brgers","American","Steakhose","Bar","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Persian","MiddleEastern","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Deli","MiddleEastern","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"AsianFsion","Bar","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Desserts","Bakery","Cafe","Donts","0","0","0","0","0"
"Deli","American","Bar","HotDogs","Barbeqe","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Indian","MiddleEastern","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Portgese","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Caribbean","Chinese","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"SportsBar","SshiBar","American","Bar","Japanese","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","Diner","0","0","0","0","0","0","0"
"Brgers","MiddleEastern","FastFood","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Vietnamese","0","0","0","0","0","0","0","0"
"Deli","Brgers","SaladBar","0","0","0","0","0","0"
"PastaShop","Italian","Pizza","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"JiceBar","SaladBar","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Brgers","Bar","Pizza","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"American","Steakhose","MiddleEastern","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Thai","Vietnamese","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"TapasBar","Bar","0","0","0","0","0","0","0"
"Thai","SshiBar","Japanese","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"AsianFsion","Singaporean","Indonesian","Malaysian","0","0","0","0","0"
"Brgers","FastFood","Barbeqe","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Polish","Bar","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Trkish","0","0","0","0","0","0","0","0"
"SaladBar","Pizza","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"MiddleEastern","0","0","0","0","0","0","0","0"
"MiddleEastern","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"AsianFsion","Korean","Japanese","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","0","0","0","0","0"
"Deli","Sops","Cafe","SaladBar","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"Deli","American","Bar","Italian","0","0","0","0","0"
"Deli","Brgers","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","Bakery","Cafe","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"AsianFsion","Hotpot","Bar","Chinese","Barbeqe","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Seafood","Steakhose","0","0","0","0","0","0","0"
"Deli","French","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","British","0","0","0","0","0","0","0"
"AsianFsion","Chinese","0","0","0","0","0","0","0"
"Cafe","Italian","0","0","0","0","0","0","0"
"Deli","Mexican","LatinAmerican","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Greek","Pizza","0","0","0","0","0","0","0"
"Brgers","American","Steakhose","Seafood","SaladBar","0","0","0","0"
"Deli","American","Cafe","French","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Chinese","AsianFsion","Mediterranean","American","FastFood","Italian","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"Brgers","American","FastFood","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Greek","Italian","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","Kosher","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","American","FastFood","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","LatinAmerican","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Bar","Cafe","WineBar","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Thai","Cambodian","0","0","0","0","0","0","0"
"SshiBar","Steakhose","Japanese","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Chinese","AsianFsion","Taiwanese","Japanese","Desserts","Cafe","0","0","0"
"Cafe","IceCream","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Filipino","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","SportsBar","Italian","Bar","Pizza","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","American","Diner","0","0","0","0","0","0"
"American","Barbeqe","Steakhose","FastFood","0","0","0","0","0"
"AsianFsion","SshiBar","Thai","Korean","Japanese","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Arabian","Mediterranean","0","0","0","0","0","0","0"
"Bar","British","0","0","0","0","0","0","0"
"American","Diner","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Deli","Brgers","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"American","Mexican","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Deli","American","Cafe","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Deli","JiceBar","Vietnamese","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"FastFood","Pizza","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Salvadoran","LatinAmerican","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Sops","Bakery","SaladBar","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Filipino","0","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Deli","American","Seafood","Italian","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Desserts","JiceBar","IceCream","0","0","0","0","0","0"
"Donts","0","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"Donts","Cafe","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","Italian","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Deli","MiddleEastern","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Portgese","0","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"African","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","Steakhose","Seafood","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Seafood","Mexican","FastFood","0","0","0","0","0","0"
"Bar","Barbeqe","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"German","Cafe","0","0","0","0","0","0","0"
"Pizza","SaladBar","Italian","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"American","Steakhose","Seafood","Barbeqe","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Bakery","Cafe","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Seafood","French","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Desserts","American","Bar","WineBar","Italian","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","SaladBar","Pervian","Diner","WineBar","Brgers","American","Cafe","Italian"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"AsianFsion","Thai","Chinese","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Seafood","SshiBar","Japanese","0","0","0","0","0","0"
"Deli","American","Diner","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Longe","American","Bar","0","0","0","0","0","0"
"Brgers","American","Bar","BeerBar","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Seafood","Bar","0","0","0","0","0","0","0"
"Foodtrck","Mexican","FastFood","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Donts","Cafe","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Pervian","0","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","WineBar","Italian","0","0","0","0","0","0"
"Donts","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Kosher","Mediterranean","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bakery","Cafe","Eropean","0","0","0","0","0","0"
"Brgers","Bar","Pizza","0","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"AsianFsion","American","Hawaiian","Barbeqe","0","0","0","0","0"
"German","WineBar","Bar","0","0","0","0","0","0"
"Rssian","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Deli","JiceBar","Cafe","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Seafood","Mexican","0","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Desserts","American","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Bakery","Cafe","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"AsianFsion","Deli","Vietnamese","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Bar","Italian","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"British","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Desserts","Bakery","Cafe","French","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"HotDogs","FastFood","0","0","0","0","0","0","0"
"Bar","Pizza","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"Brgers","HotDogs","FastFood","0","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"MiddleEastern","Pizza","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Trkish","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"German","Deli","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","0","0","0","0","0","0"
"Deli","Mexican","French","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Cafe","WineBar","BeerBar","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"Indian","WineBar","BeerBar","0","0","0","0","0","0"
"Brgers","American","FastFood","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Deli","Desserts","Bakery","Cafe","JiceBar","0","0","0","0"
"Pervian","0","0","0","0","0","0","0","0"
"American","Seafood","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"American","Steakhose","Seafood","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","Diner","0","0","0","0","0"
"Bar","BeerBar","French","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Trkish","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"German","MiddleEastern","Kebab","0","0","0","0","0","0"
"Deli","SaladBar","Pizza","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Bar","Portgese","Seafood","Mediterranean","Spanish","0","0","0","0"
"AsianFsion","SshiBar","Japanese","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Cafe","SaladBar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"American","Seafood","SaladBar","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Foodtrck","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Brgers","IceCream","FastFood","0","0","0","0","0","0"
"Deli","Brgers","American","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"American","Diner","IceCream","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"Longe","Cafe","Bar","Canadian","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Japanese","Chinese","0","0","0","0","0","0","0"
"Mediterranean","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Kosher","Mediterranean","MiddleEastern","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Desserts","IceCream","0","0","0","0","0","0","0"
"Steakhose","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"AsianFsion","SshiBar","Japanese","Chinese","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Brgers","IceCream","FastFood","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Deli","Seafood","British","0","0","0","0","0","0"
"Deli","Brgers","SaladBar","0","0","0","0","0","0"
"JiceBar","Mediterranean","MiddleEastern","0","0","0","0","0","0"
"Desserts","Bakery","Cafe","French","0","0","0","0","0"
"AsianFsion","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"American","Bar","Tex-Mex","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"American","Pizza","0","0","0","0","0","0","0"
"SportsBar","Deli","Bar","BeerBar","0","0","0","0","0"
"Desserts","Bakery","Cafe","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"American","Caribbean","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Chinese","Barbeqe","0","0","0","0","0","0","0"
"Bar","WineBar","SaladBar","Italian","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"Eropean","0","0","0","0","0","0","0","0"
"AsianFsion","SshiBar","Japanese","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Diner","0","0","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Deli","American","Cafe","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"FastFood","Canadian","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Italian","FastFood","Pizza","0","0","0","0","0","0"
"Deli","Bakery","Mexican","0","0","0","0","0","0"
"Deli","American","Caribbean","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Deli","Mexican","SaladBar","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","WineBar","Brgers","American","BeerBar","Pizza","0","0","0"
"Mexican","Tex-Mex","0","0","0","0","0","0","0"
"Desserts","IceCream","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"American","Moroccan","FastFood","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Persian","MiddleEastern","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"AsianFsion","SshiBar","Japanese","Chinese","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Chinese","Vietnamese","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","American","Waffles","Diner","American","Belgian","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Cafe","WineBar","BeerBar","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"Deli","American","Belgian","Waffles","Brgers","American","FastFood","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"WineBar","American","Bar","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"Seafood","FastFood","0","0","0","0","0","0","0"
"Longe","Bar","LatinAmerican","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Vietnamese","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"American","Chinese","Barbeqe","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","Brgers","Deli","Bar","Pizza","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"German","Bar","BeerBar","Belgian","0","0","0","0","0"
"IceCream","FastFood","0","0","0","0","0","0","0"
"Seafood","0","0","0","0","0","0","0","0"
"Bakery","IceCream","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Desserts","Bar","WineBar","Italian","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"American","Cafe","0","0","0","0","0","0","0"
"Bar","Japanese","Chinese","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","FastFood","0","0","0","0","0","0"
"Thai","Indian","0","0","0","0","0","0","0"
"Indian","Mediterranean","MiddleEastern","Kebab","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Brgers","Irish","Bar","BeerBar","WineBar","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Diner","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Desserts","Bakery","Cafe","0","0","0","0","0","0"
